"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"825QS8FT","journalArticle","2024","Allen IV, James; Gilligan, Daniel O.; Kurdi, Sikandra; Yassa, Basma","Egypt’s experience bridging cash transfers and an economic inclusion program for sustainable social protection","","","","","https://hdl.handle.net/10568/168526","In 186 countries worldwide, cash transfer programs are the cornerstone of social protection, outnumbering social security or pension plans. These offer critical financial lifelines to vulnerable households, aiming to alleviate poverty by providing steady cash support. However, these programs can become long-term fiscal burdens for governments due to limited turnover of recipients, particularly when the programs do not lead to lasting reductions in poverty. To address this problem, economic inclusion programs (including so-called “poverty graduation” programs) are increasingly being introduced as complementary or alternative approaches. Economic inclusion programs aim to provide a cohesive set of mutually reinforcing interventions to help individuals sustainably move out of poverty. Governments are also increasingly interested in seeing if these programs can “graduate” households from relying on cash transfers.","2024-12-18","2025-10-17 13:41:07","2025-10-21 13:20:29","2025-10-17 13:41:07","","","","","","","","","","","","","","en","","","","","cgspace.cgiar.org","","Publisher: International Food Policy Research Institute","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYLE62IL","journalArticle","2021","Ramírez, Margarita M.","2021 AICCRA Deliverables Quality Assurance Report","","","","","https://hdl.handle.net/10568/118157","This report is the result of a quality assessment process carried out for all deliverables reported in MARLO during the 2021 Annual Report. During this exercise, we have identified some adjustments to be done to the metadata inputted by cluster leaders (tagged in red color). At the same time, we have also provided a score based on our compliance with our Open Access policy which was used as part of our internal overall Cluster´s performance assessment process.","2021-12-22","2025-10-17 13:41:11","2025-10-21 13:20:28","2025-10-17 13:41:11","","","","","","","","","","","","","","en","","","","","cgspace.cgiar.org","","Publisher: Accelerating Impacts of CGIAR Climate Research for Africa","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKTVINXT","journalArticle","2016","Rice, CGIAR Research Program on","Rice Agri-food Systems: Full Proposal 2017-2022 Addenda","","","","","https://hdl.handle.net/10947/4411","","2016-08-10","2025-10-17 13:58:34","2025-10-21 13:20:15","2025-10-17 13:58:34","","","","","","","Rice Agri-food Systems","","","","","","","en","","","","","cgspace.cgiar.org","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5F96CI9H","journalArticle","2006","Schady Norbert Filmer, Deon","Getting Girls Into School : Evidence From A Scholarship Program In Cambodia","Policy Research Working Papers","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edswbe&AN=edswbe.1813.9450.3910&site=eds-live","Increasing the schooling attainment of girls is a challenge in much of the developing world. The authors evaluate the impact of a program that gives scholarships to girls making the transition between the last year of primary school and the first year of secondary school in Cambodia. They show that the scholarship program had a large, positive effect on the school enrollment and attendance of girls. Their preferred set of estimates suggests program effects on enrollment and attendance at program schools of 30 to 43 percentage points. Scholarship recipients were also more likely to be enrolled at any scchool (not just program schools) by a margin of 22 to 33 percentage points. The impact of the Japan Fund for Poverty Reduction (JFPR) program appears to have been largest among girls with the lowest socioeconomic status at baseline. The results are robust to a variety of controls for observable differences between scholarship recipients and nonrecipients, to unobserved heterogeneity across girls, and to selective attrition out of the sample.","2006","2025-10-21 16:43:37","2025-10-21 08:45:54","2025-10-21 16:43:37","","","","","","","Schady (2006)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121308297","","C:\Users\LucasSempe\Zotero\storage\CK65UUSF\wps3910.pdf","","","EPPI-Reviewer ID: 121308297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVI2D5V2","journalArticle","2024","Leight Jessica; Karachiwalla Naureen; Hirvonen Kalle; Whittemore Caitlin; Mugobo Andrew; Balcha Asrat Bekele","Evaluating the ultrapoor graduation program in Somalia","","","","","https://hdl.handle.net/10568/159766 https://cgspace.cgiar.org/bitstreams/30d6ea84-cd7d-4d58-8d40-5ac04a3e4402/download","Generate evidence around the effectiveness of the ultra-poor graduation model for an urban displaced population in Baidoa, Somalia. Mixed-method impact evaluation testing the innovation, and generating broader learning for stakeholders around the effects of UPG in a humanitarian setting. The innovation is a layered intervention including short-term multipurpose cash payments, livelihoods restoration and recovery (via asset transfers or vocational trainings), formation of household savings groups, and household-level coaching.","2024","2025-10-21 16:43:43","2025-10-17 17:44:01","2025-10-21 16:43:43","","","","","","","Leight (2024)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121378156","","C:\Users\LucasSempe\Zotero\storage\HKC5NTWF\IP-6983-Evaluating the ultrapoor graduation program in Somalia.pdf","","","EPPI-Reviewer ID: 121378156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23R2WKTN","journalArticle","2023","Berhane Guush; Gilligan Daniel O; Girmachew Fikirte; Hoddinott John; Kumar Neha; Taffesse Alemayehu Seyoum","An Impact Evaluation of the Livelihood Transfer Program – A Graduation Program Implemented in Ethiopia","","","","","https://hdl.handle.net/10568/134383 https://cgspace.cgiar.org/bitstreams/54d32c32-445e-4b23-9d97-1174aa9abe47/download","Guush Berhane, Daniel Gilligan, Fikirte Girmachew, John Hoddinott, Neha Kumar, Alemayehu Seyoum Taffesse REGIONAL WORKSHOP SPIR II Learning Event Co-organized by IFPRI, USAID, CARE, ORDA, and World Vision MAY 16, 2023 - 9:00AM TO MAY 17, 2023 - 5:00PM EAT","2023","2025-10-21 16:43:43","2025-10-17 17:44:01","2025-10-21 16:43:43","","","","","","","Berhane (2023)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121378158","","C:\Users\LucasSempe\Zotero\storage\2FQGITIA\An Impact Evaluation of the Livelihood Transfer Program A Graduation Program Implemented in Ethiopia II.pdf","","","EPPI-Reviewer ID: 121378158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HE6D5G8","journalArticle","2023","Alderman Harold; Gilligan Daniel O; Hidrobo Melissa; Leight Jessica; Mulford Michael; Tambet Heleene","The Effects of a Light-Touch Graduation Model on Livelihoods Outcomes: Evidence from Ethiopia","","","","","https://hdl.handle.net/10568/134384 https://cgspace.cgiar.org/bitstreams/713490fb-5536-4805-9058-9dc34ba66c78/download","Harold Alderman, Daniel Gilligan, Melissa Hidrobo, Jessica Leight, Michael Mulford, and Heleene Tambet REGIONAL WORKSHOP SPIR II Learning Event Co-organized by IFPRI, USAID, CARE, ORDA, and World Vision MAY 16, 2023 - 9:00AM TO MAY 17, 2023 - 5:00PM EAT","2023","2025-10-21 16:43:45","2025-10-17 17:44:01","2025-10-21 16:43:45","","","","","","","Alderman (2023)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121378527","","C:\Users\LucasSempe\Zotero\storage\XQKLDUXH\spiriilearningeventday1session2-230602162210-575609ec.pdf","","","EPPI-Reviewer ID: 121378527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BPJ47PR","journalArticle","2023","Hidrobo Melissa","Evidence on graduation model social protection and cash+","","","","","https://hdl.handle.net/10568/134380 https://cgspace.cgiar.org/bitstreams/8860d9e2-7934-4722-aaa0-114050d0a401/download","Melissa Hidrobo REGIONAL WORKSHOP SPIR II Learning Event Co-organized by IFPRI, USAID, CARE, ORDA, and World Vision MAY 16, 2023 - 9:00AM TO MAY 17, 2023 - 5:00PM EAT","2023","2025-10-21 16:43:44","2025-10-17 17:44:01","2025-10-21 16:43:44","","","","","","","Hidrobo (2023)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121378202","","","","","EPPI-Reviewer ID: 121378202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5GD4ZMI","journalArticle","2022","Leight, Jessica; Gilligan, Daniel O.; Hirvonen, Kalle; Karachiwalla, Naureen","Building Pathways out of Poverty for Ultra-poor Internally Displaced People in Baidoa","","","","10.1257/rct.9452-2.0","https://hdl.handle.net/10568/137223","The objective of this impact evaluation is to generate rigorous, high-quality evidence about the effectiveness of World Vision’s graduation model programming in achieving graduation from extreme poverty for IDPs in Baidoa, Somalia. The intervention entails unconditional cash transfers; the establishment of savings groups that also serve as platforms for skills transfer, social cohesion, and transformation, as well as economic inclusion; and the building of income generation capacity through vocational and financial training and transfer of capital. Throughout the project cycle, participants will receive coaching support on social capital mobilization, financial literacy, and business facilitation. A randomized controlled trial will be conducted using randomization at the household level to assign beneficiaries to receive intervention services or to be part of the control arm; an additional sub-randomization will assign beneficiaries to receive coaching at the individual level, or in groups. The evaluation findings will be used to inform graduation model programming both in this context and in other humanitarian contexts in which interventions target internally displaced people or other vulnerable individuals in urban settings.","2022-05-23","2025-10-17 14:20:24","2025-10-30 22:41:50","2025-10-17 14:20:24","","","","","","","","","","","","","","en","","","","","cgspace.cgiar.org","","","","","","","EPPI-Reviewer ID: 121378521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DQ8JQE2","journalArticle","2014","Valdéz Hernandez, M.; Sánchez, O.; Islebe, G. A.; Snook, Laura K.; Negreros-Castillo, P.","Recovery and early succession after experimental disturbance in a seasonally dry tropical forest in Mexico","","","0378-1127","10.1016/j.foreco.2014.09.018","https://hdl.handle.net/10568/66024","","2014-12","2025-10-17 13:59:57","2025-10-17 13:59:57","2025-10-17 13:59:57","","","","","","","","","","","","","","en","","","","","cgspace.cgiar.org","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R8ARX7S","book","2015","Sulaiman, R. V.; Vamsidhar Reddy, T. S.","Policy incoherence in smallholder dairying in Bihar, India","","978-92-9146-415-9","","","https://hdl.handle.net/10568/67182","Small holder dairying plays an important role in the socioeconomic development of Bihar. While several organizations exist for dairy development in Bihar and there is an increase in investments and interventions in this sector during the last one decade, these are yet to contribute to increasing milk productivity. The paper maps the existing innovation capacity of the small holder dairy sector through an analysis of patterns of interaction among the various actors and identifies the major institutions and policies that currently constrain development of improved capacity for innovation. The paper argues the need for addressing the policy incoherence in the small holder dairy sector in Bihar through organization of a multi-stakeholder policy working group which focuses on ways of addressing policy gaps, enhances capacities for policy implementation and facilitates policy learning.","2015-04-30","2025-10-17 13:59:49","2025-10-17 13:59:49","2025-10-17 13:59:49","","","","","","","","","","","","International Livestock Research Institute","","en","","","","","cgspace.cgiar.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AJ9CUUH","journalArticle","2020","Munguía P; Brennan A","Scaling the student journey from course-level information to program level progression and graduation: A model","Journal of Learning Analytics","","","10.18608/JLA.2020.72.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094840447&doi=10.18608%2FJLA.2020.72.5&partnerID=40&md5=0b1a571c6ea8ff0f83ab2e5aa8efeba1","No course exists in isolation, so examining student progression through courses within a broader program context is an important step in integrating course-level and program-level analytics. Integration in this manner allows us to see the impact of course-level changes to the program, as well as identify points in the program structure where course interventions are most important. Here we highlight the significance of program-level learning analytics, where the relationships between courses become clear, and the impact of early-stage courses on program outcomes such as graduation or drop-out can be understood. We present a matrix model of student progression through a program as a tool to gain valuable insight into program continuity and design. We demonstrate its use in a real program and examine the impact upon progression and graduation rate if course-level changes were made early on. We also extend the model to more complex scenarios such as multiple program pathways and simultaneous courses. Importantly, this model also allows for integration with course-level models of student performance. © 2022 Elsevier B.V., All rights reserved.","2020","2025-10-21 16:43:43","2025-10-17 00:20:30","2025-10-21 16:43:43","84-94","","2","7","","","Munguía (2020)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121363767","","C:\Users\LucasSempe\Zotero\storage\CJ68ZLD9\Munguía P and Brennan A (2020) Scaling the student journey from course-level information to program level progression and graduatio.pdf","","","EPPI-Reviewer ID: 121363767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIAZ54WD","journalArticle","2021","Al Imam M H; Jahan I; Muhit M; Das M C; Power R; Khan A; Akbar D; Badawi N; Khandaker G","Supporting Ultra Poor People with Rehabilitation and Therapy among families of children with Cerebral Palsy in rural Bangladesh (SUPPORT CP): Protocol of a randomised controlled trial","PLoS ONE","","","10.1371/journal.pone.0261148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122014173&doi=10.1371%2Fjournal.pone.0261148&partnerID=40&md5=c87ec96542e655cbcb030bd08f83155a","Introduction Poverty is a key contributor to delayed diagnosis and limited access to early intervention and rehabilitation for children with cerebral palsy (CP) in rural Bangladesh. 97% of families of children with CP live below the poverty line in Bangladesh. Therefore, in low-and middle-income countries (LMICs), efforts to improve outcomes for children with CP (including health-related quality of life, motor function, communication, and nutritional attainments) should also include measures to improve family economic and social capital. We propose a randomised controlled trial (RCT) to evaluate the effectiveness of an integrated microfinance/livelihood and community-based rehabilitation (IMCBR) program for ultra-poor families of children with CP in rural Bangladesh. Material and methods This will be a cluster RCT comparing three arms: (a) integrated microfinance/livelihood and community-based rehabilitation (IMCBR); (b) community-based rehabilitation (CBR) alone; and (c) care-as-usual (i.e. no intervention). Seven clusters will be recruited within each arm. Each cluster will consist of 10 child-caregiver dyads totalling 21 clusters with 210 dyads. Parents recruited in the IMCBR arm will take part in a microfinance/livelihood program and Parent Training Module (PTM), their children with CP will take part in a Goal Directed Training (GDT) program. The programs will be facilitated by specially trained Community Rehabilitation Officers. The CBR arm includes the same PTM and GDT interventions excluding the microfinance/livelihood program. The care-as-usual arm will be provided with information about early intervention and rehabilitation. The assessors will be blinded to group allocation. The duration of the intervention will be 12 months; outcomes will be measured at baseline, 6 months, 12 months, and 18 months. Conclusion This will be the first RCT of an integrated microfinance/livelihood and CBR program for children with CP in LMIC settings. Evidence from the study could transform approaches to improving wellbeing of children with CP and their ultra-poor families. © 2021 Elsevier B.V., All rights reserved.","2021","2025-10-21 16:43:43","2025-10-30 16:36:36","2025-10-21 16:43:43","","","12 December","16","","","Al Imam (2021)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121752218","","C:\Users\LucasSempe\Zotero\storage\6LZHBFQP\Al Imam M H et al. (2021) Supporting Ultra Poor People with Rehabilitation and Therapy among families of children with Cerebra.pdf","","","EPPI-Reviewer ID: 121752218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWCU33E9","journalArticle","2010","Ahmed A U; Quisuinbing A R; Nasreen M; Hoddinott J F; Bryan E","Comparing food and cash transfers to the ultra poor in Bangladesh","Research Report of the International Food Policy Research Institute","","","10.2499/9780896291737RR163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855418697&doi=10.2499%2F9780896291737RR163&partnerID=40&md5=0214f6c9232629b70335ed1035441038","The study reported here examined the efficacy of food and cash transfers in enhancing the food security and livelihoods of the ultra poor in rural Bangladesh, with a focus on four interventions. The first two are components of the Vulnerable Group Development (VGD) program: (1) Income- Generating VGD (IGVGD) and (2) Food Security VGD (FSVGD). The last two are the (3) Food for Asset Creation (FFA) component of the Integrated Food Security (IFS) program and the (4) Rural Maintenance Program (RMP). In 2006, these programs covered 830,840 beneficiaries with 3.72 million family members. The IGVGD program exclusively targets poor women, who receive a monthly food ration over a period of 24 months. IGVGD also has a built-in mechanism to provide credit to its participants. The FSVGD program also targets poor women and provides a combination of food and cash to program participants. The FFA component of IFS distributes a combination of food and cash as wage payments to workers in labor-intensive public works programs. Although both men and women participate in FFA, the program requires that at least 70 percent of the participants be women. In contrast, RMP targets only women, who receive cash wages for maintaining rural roads. The evaluation assesses the operational performance of food or cash transfer delivery; beneficiary preferences for the form of transfers; the accuracy of targeting; the impacts of program participation on food security, livelihood, and gender-related outcomes; and the cost-effectiveness of transfers. In doing so, the study draws on both qualitative and quantitative survey data from beneficiaries and nonbeneficiaries. Gender-disaggregated information was collected wherever it was meaningful. The quantitative assessments of impact rely heavily on the propensity score matching (PSM) method of impact evaluation -the most appropriate approach given that these programs had already been implemented when the household survey for the study was carried out. © 2012 Elsevier B.V., All rights reserved.","2010","2025-10-21 16:43:43","2025-10-30 16:36:21","2025-10-21 16:43:43","1-248","","163","","","","Ahmed (2010)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121752163","","C:\Users\LucasSempe\Zotero\storage\95G9ZTFY\Ahmed A U et al. (2010) Comparing food and cash transfers to the ultra poor in Bangladesh.pdf","","","EPPI-Reviewer ID: 121752163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDVUJR26","journalArticle","2005","Symes L; Tart K; Travis L","An evaluation of the nursing success program: reading comprehension, graduation rates, and diversity","Nurse Educator","","","10.1097/00006223-200509000-00010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-32944472306&doi=10.1097%2F00006223-200509000-00010&partnerID=40&md5=accb92427a42eaab78226b7bcd24a45d","The Nursing Success Program was developed to enhance retention of baccalaureate nursing students. Reading comprehension scores are used to identify students who are at risk for failure and direct them into the retention program that addresses their skill deficits. To evaluate the program, the authors assessed reading comprehension, graduation rates, and ethnic diversity. This record is sourced from MEDLINE®/PubMed®, a database of the U.S. National Library of Medicine","2005","2025-10-21 16:43:43","2025-10-16 23:14:05","2025-10-21 16:43:43","217-220","","5","30","","","Symes (2005)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121354375","","C:\Users\LucasSempe\Zotero\storage\PLSSQPWJ\Symes L et al. (2005) An evaluation of the nursing success program reading comprehension, graduation rates, and diversity.pdf","","","EPPI-Reviewer ID: 121354375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6T2SM953","journalArticle","2025","Alderman H; Gilligan D O; Leight J; Mamo T; Mulford M; Tambet H","Scalable Nutrition Interventions in a Graduation Model Program: Experimental Evidence from Ethiopia","Economic Development and Cultural Change","","","10.1086/732179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013021509&doi=10.1086%2F732179&partnerID=40&md5=fad9662ed6b113d3dde2f1331df11cea","We explore the effect of different models of scalable nutrition services embedded within a light-touch graduation program implemented at scale in Ethiopia. The graduation program provided poor households enrolled in Ethiopia’s national safety net, the Productive Safety Net Program, with additional livelihood programming including savings groups and agricultural and livestock value-chain training. In addition, extremely poor households received a one-time livelihood grant as cash transfers or in-kind poultry grants at a value much smaller than lump-sum transfers in other graduation model programs. The experiment compared a core nutrition model of nutrition information and sanitation and hygiene activities with an enhanced model that added more intensive nutrition messaging. Results show that interaction with health-care workers and participation in community health activities increased significantly under the enhanced nutrition model, as did maternal nutritional knowledge. Neither the core nutrition model with grants nor the enhanced nutrition model without grants led to significant improvements in child dietary diversity or anthropometric outcomes. However, poultry livelihood grants complemented the enhanced nutrition model and increased child dietary diversity, while cash livelihood grants plus the enhanced nutrition model reduced childhood stunting. © 2025 Elsevier B.V., All rights reserved.","2025","2025-10-21 16:43:43","2025-10-16 23:14:05","2025-10-21 16:43:43","1559-1604","","3","73","","","Alderman (2025)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121355522","","C:\Users\LucasSempe\Zotero\storage\JRW6XX3M\732179.pdf","","","EPPI-Reviewer ID: 121355522","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8GGT5SK","journalArticle","2018","Sanson J; Bielsa F; Shanti Kumar S","Economic empowerment for people with disabilities through the graduation approach: Lessons from Guatemala, Nicaragua, and Mexico","Enterprise Development and Microfinance","","","10.3362/1755-1986.17-00010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050297550&doi=10.3362%2F1755-1986.17-00010&partnerID=40&md5=324e15c8a4eab8240e4c88629e1643ab","People with disabilities (PWDs) are overrepresented among those in extreme poverty. They are also often excluded, or self-exclude, from economic strengthening programmes. For the past six years, Trickle Up has had promising results in adapting graduation programmes to the needs of PWDs living in extreme poverty. Drawing upon mixed-method data analysis, participatory assessment, and case studies from six projects in Guatemala, Nicaragua, and Mexico involving 936 households with PWDs, this article discusses graduation programme design for PWDs in extreme poverty. This includes when and how to engage PWDs as primary programme participants, homogeneous versus integrated savings groups, the role of field staff in changing negative attitudes about disability in families, communities, and among PWDs themselves, and how 'graduation' itself should be conceptualized when working with specific vulnerabilities. Finally, consideration is given to the broader lessons for program designers and implementers engaging other highly marginalized groups in economic development programmes. © 2018 Elsevier B.V., All rights reserved.","2018","2025-10-21 16:43:43","2025-10-16 23:05:07","2025-10-21 16:43:43","49-63","","1","29","","","Sanson (2018)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121343276","","","","","EPPI-Reviewer ID: 121343276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SU28NC2U","journalArticle","2011","Hulme David Moore, Karen, Seraj, Kazi Faisal Bin","Reaching the People Whom Microfinance Cannot Reach: Learning from BRAC's ""Targeting the Ultra Poor"" Programme","","","","","","BRAC (formerly known as the Bangladesh Rural Advancement Committee) has been providing poor people in Bangladesh with microfinancial services since the 1970s. Its programme has expanded massively and by 2008, it had more than 8 million members in the village organizations (VOs) through which it makes loans and around 6.4 million of these were borrowers. Its","2011","2025-10-30 14:42:59","2025-10-22 19:31:31","2025-10-30 14:42:59","563-86","","","","","","Hulme (2011)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121336797","","C:\Users\LucasSempe\Zotero\storage\S8EUA5D8\Hulme.pdf","","","EPPI-Reviewer ID: 121336797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7D3P9R22","journalArticle","2009","Deininger Klaus Liu, Yanyan","Longer-term economic impacts of self-help groups in india","","","","","","Despite the popularity and unique nature of women's self-help groups in India, evidence of their economic impacts is scant. Based on two rounds of a 2,400 household panel, the authors use double differences, propensity score matching, and pipeline comparison to assess economic impacts of longer (2.5-3 years) exposure of a program that promoted and strengthened self-help programs in Andhra Pradesh in India. The analysis finds that longer program exposure has positive impacts on consumption, nutritional intake, and asset accumulation. Investigating heterogeneity of the impacts suggests that even the poorest households were able to benefit from the program. Furthermore, overall benefits would exceed program cost by a significant margin even under conservative assumptions.","2009","2025-10-21 16:43:42","2025-10-16 23:05:07","2025-10-21 16:43:42","","","","","","","Deininger (2009)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121338543","","C:\Users\LucasSempe\Zotero\storage\VEUVXIBD\ssrn-1372963.pdf","","","EPPI-Reviewer ID: 121338543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDU84M9J","journalArticle","2009","Manacorda Marco Miguel, Edward, Vigorito, Andrea","Government Transfers and Political Support","","","","","","We estimate the impact of a large anti-poverty program--the Uruguayan PANES--on political support for the government that implemented it. The program mainly consisted of a monthly cash transfer for a period of roughly two and half years. Using the discontinuity in program assignment based on a pre-treatment score, we find that beneficiary households are 21 to 28 percentage points more likely to favor the current government (relative to the previous government). Impacts on political support are larger among poorer households and for those near the center of the political spectrum, consistent with the probabilistic voting model in political economy. Effects persist after the cash transfer program ends. We estimate that the annual cost of increasing government political support by 1 percentage point is roughly 0.9% of annual government social expenditures.","2009","2025-10-21 16:43:42","2025-10-16 23:05:07","2025-10-21 16:43:42","","","","","","","Manacorda (2009)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121336872","","C:\Users\LucasSempe\Zotero\storage\LE7KYZGJ\manacorda.pdf","","","EPPI-Reviewer ID: 121336872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRP7IF42","journalArticle","2006","Campo Juan Carlos Chavez-Martin del","Does Conditionality Generate Heterogeneity and Regressivity in Program Impacts? The Progresa Experience","","","","","","We study both empirically and theoretically the consequences of introducing a conditional cash transfer scheme for the distribution of program impacts. Intuitively, if the conditioned-on good is normal, then better-off households tend to receive a larger positive impact. I formalize this insight by means of a simple model of child labor, applying the Nash-Bargaining approach as the solution concept. A series of tests for heterogeneity in program impacts are developed and applied to Progresa, an anti-poverty program in Mexico. It can be concluded that this program exhibits a lot of heterogeneity in treatment effects. Consistent with the model, and under the assumption of rank preservation, program impacts are distributionally regressive, although positive, within the treated population","2006","2025-10-21 16:43:42","2025-10-16 23:05:07","2025-10-21 16:43:42","","","","","","","Campo (2006)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121336732","","C:\Users\LucasSempe\Zotero\storage\MJRZ8GNE\Cornell_Dyson_wp0609.pdf","","","EPPI-Reviewer ID: 121336732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APDR9HE9","journalArticle","2012","Labonne Julien","The local electoral impacts of conditional cash transfers Evidence from a field experiment","","","","","","I develop and test two competing models assessing the impacts of targeted government transfers on a local incumbent's electoral performance. I take advantage of the randomized roll-out of a large-scale Conditional Cash Transfer program in the Philippines, which offers an ideal setting to test the models. Although the program was usually implemented in all villages in a municipality,a subset of beneficiary municipalities were randomly selected to receive the program in a randomly selected subset of villages. I find that, in a competitive political environment, incumbent vote share is 26 percentage points higher in municipalities in which the program was implemented in all villages than in municipalities in which the program was implemented in half of the villages.The program had no impact in municipalities with low levels of political competition. Further,within municipalities, there is evidence consistent with the argument that incumbents compensated households in control villages by redistributing their own budget there. Results suggest that anti-poverty programs might have nefarious long-term consequences by preventing replacements of local incumbents.","2012","2025-10-21 16:43:42","2025-10-16 23:05:07","2025-10-21 16:43:42","","","","","","","Labonne (2012)","","","","","","","","","","","","","","EPPI-Reviewer ID: 121336378","","C:\Users\LucasSempe\Zotero\storage\H9C64MUJ\THESIS01.pdf","","","EPPI-Reviewer ID: 121336378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFBVSIXK","blogPost","","","Social Protection in the Developing World","BRAC - Ultra Poor Graduation Initiative","","","","https://bracupgi.org/research-and-resources/social-protection/social-protection-in-the-developing-world/","By Abhijit Banerjee, Rema Hanna, Benjamin A. Olken and Diana Sverdlin-Lisker [October 2022] “Abstract: Social protection programs have become increasingly widespread in low- and middle- income countries, with their own distinct characteristics to match the environments in which they are operating. This paper reviews the growing literature on the design and impact of these programs. … Continued","","2025-10-16 22:56:55","2025-10-16 22:56:55","2025-10-16 22:56:55","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
