Coder name,Notes,StudyID,EstimateID,Author name,Intervention abbreviation and name,Length of follow up,Exposure to intervention,Consumption support (cash or in-kind) to stabilize food security and prevent households from selling assets to survive ,Healthcare provision to address the basic health needs of individuals and households,"Assets transfer (often livestock, tools, or seed capital) to provide a foundation for an income-generation activity.",Skills training to enable participants to productively manage and grow their assets.,"Savings facilitation (e.g., savings accounts or linkages to microfinance institutions) to foster financial discipline and resilience.",Coaching and mentoring to offer continuous motivation and goal-setting support.,"Social empowerment and linkages to social protection, markets, and public services to encourage opportunities and inclusion in existing systems.",Evaluation Design,Outcome category,Outcome name,Outcome description,Reverse sign,Treatment,Source,Coeff reg,SE reg ,Tstat reg ,CI_LB reg ,CI_UP reg ,P value exact ,Clusters treatment ,Clusters control ,Clusters total ,N treatment,N control ,N total ,# of periods,Does the sample size need to be corrected? ,n_T_revised,Formula Used,d,d_rev,yi,var(d),j adjustment,vi,se(g),CI_l,CI_u,cash_control,cash_control_desc,targeting_women,targeting_women_desc,program_id,program_name,full Intervention country abbreviation,uoa_analysis_needed,uoa_analysis_needed_desc,Year of publication,Name,Country,assets_tot_selected_re,assets_tot_selected_rve,assets_tot_selected_explanation,expenditure_tot_selected_re,expenditure_tot_selected_rve,expenditure_tot_selected_explanations,expenditure_food_selected_re,expenditure_food_selected_rve,expenditure_food_selected_explanations,income_tot_selected_re,income_tot_selected_rve,income_tot_selected_explanations,savings_val_selected_re,savings_val_selected_rve,savings_val_selected_explanation,poverty_status_selected_re,poverty_status_selected_explanations,poverty_index_selected_re,poverty_index_selected_explanations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiumei,NA,121058368,121058368_1,Banerjee et al.,Graduation from Ultra Poverty (GUP),42,42,1,1,1,1,1,1,0,1,Expenditure,"Total consumption per capita, month","""…total consumption per capita per month"" (P.35).",0,Any GUP,"page: 35; table: 8; table label: Table 8: Effects on per capita consumption; row label: Any GUP; column label: Followup (5) Total consumption per capita, month",3.22,1.19,2.705882353,,,p<0.01,,,,,,2434,2,0,2434,6,0.109692925,0.109692925,0.109681648,0.001644621,0.99969158,0.001644114,0.040547676,0.030208204,0.189155093,0,"The Graduation from Ultra Poor (GUP) project in Ghana involves three treatment arms: the full Graduation from Ultra Poor (GUP) arm (asset transfer, consumption stipend, health care component, coaching, education on finances health and nutrition), the Savings Out of Ultra Poverty arm (SOUP) (opening of savings accounts), and the Asset Only arm (AO) (asset transfer). GUP and SOUP also have sub-treatment arms within their interventions. "" p12
""In addition to pure control communities, there were control households within treatment communities (to identify spillovers).""  They however do not report spillover effects. They include all control households in the analysis so maybe authors are underestimating the effects (ROB issue).  ",0,Target ultra-poor households (no women in particular) p22,5,Ghana GUP,Ghana GUP (Graduation from Ultra Poverty),0,UoA=UoR both at the household level p3 and p6,2017,Banerjee et al. (2017) Ghana GUP,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiumei,NA,121058368,121058368_15,Banerjee et al.,Graduation from Ultra Poverty (GUP),42,42,1,1,1,1,1,1,0,1,Assets,Asset Index,Asset Index,0,Any GUP,page: 37; table: 10; table label: Table 10: Effects on asset ownership; row label: Any GUP; column label: Followup (4) Asset Index,0.34,0.06,5.666666667,,,p<0.01,,,,,,2442,2,0,2442,6,0.229342653,0.229342653,0.229319153,0.001643386,0.999692591,0.001642881,0.040532471,0.14987551,0.308762795,0,"The Graduation from Ultra Poor (GUP) project in Ghana involves three treatment arms: the full Graduation from Ultra Poor (GUP) arm (asset transfer, consumption stipend, health care component, coaching, education on finances health and nutrition), the Savings Out of Ultra Poverty arm (SOUP) (opening of savings accounts), and the Asset Only arm (AO) (asset transfer). GUP and SOUP also have sub-treatment arms within their interventions. "" p12
""In addition to pure control communities, there were control households within treatment communities (to identify spillovers).""  They however do not report spillover effects. They include all control households in the analysis so maybe authors are underestimating the effects (ROB issue).  ",0,Target ultra-poor households (no women in particular) p22,5,Ghana GUP,Ghana GUP (Graduation from Ultra Poverty),0,UoA=UoR both at the household level p3 and p6,2017,Banerjee et al. (2017) Ghana GUP,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiumei,NA,121058368,121058368_17,Banerjee et al.,Graduation from Ultra Poverty (GUP),42,42,1,1,1,1,1,1,0,1,Savings,Total savings,"""…total savings"" (P.42).",0,Any GUP,page: 38; table: 11; table label: Table 11: Effects on financial inclusion; row label: Any GUP; column label: Followup (4) Total savings,10.5,2.39,4.393305439,,,p<0.01,,,,,,2435,2,0,2435,6,0.178062272,0.178062272,0.178043974,0.001645966,0.999691707,0.001645458,0.040564249,0.098538046,0.257549902,0,"The Graduation from Ultra Poor (GUP) project in Ghana involves three treatment arms: the full Graduation from Ultra Poor (GUP) arm (asset transfer, consumption stipend, health care component, coaching, education on finances health and nutrition), the Savings Out of Ultra Poverty arm (SOUP) (opening of savings accounts), and the Asset Only arm (AO) (asset transfer). GUP and SOUP also have sub-treatment arms within their interventions. "" p12
""In addition to pure control communities, there were control households within treatment communities (to identify spillovers).""  They however do not report spillover effects. They include all control households in the analysis so maybe authors are underestimating the effects (ROB issue).  ",0,Target ultra-poor households (no women in particular) p22,5,Ghana GUP,Ghana GUP (Graduation from Ultra Poverty),0,UoA=UoR both at the household level p3 and p6,2017,Banerjee et al. (2017) Ghana GUP,Ghana,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiumei,NA,121058368,121058368_19,Banerjee et al.,Graduation from Ultra Poverty (GUP),47,47,1,1,1,1,1,1,0,1,Income,"Household livestock revenue, month","""...monthly revenue from livestock..."" (P.42).",0,Any GUP,"page: 39; table: 12; table label: Table 12: Effects on income and revenues; row label: Any GUP; column label: Followup (5) Household livestock revenue, month",13.6,2.43,5.596707819,,,p<0.01,,,,,,2436,2,0,2436,6,0.226790046,0.226790046,0.226766749,0.001647315,0.999691834,0.001646807,0.04058087,0.147228245,0.306305254,0,"The Graduation from Ultra Poor (GUP) project in Ghana involves three treatment arms: the full Graduation from Ultra Poor (GUP) arm (asset transfer, consumption stipend, health care component, coaching, education on finances health and nutrition), the Savings Out of Ultra Poverty arm (SOUP) (opening of savings accounts), and the Asset Only arm (AO) (asset transfer). GUP and SOUP also have sub-treatment arms within their interventions. "" p12
""In addition to pure control communities, there were control households within treatment communities (to identify spillovers).""  They however do not report spillover effects. They include all control households in the analysis so maybe authors are underestimating the effects (ROB issue).  ",0,Target ultra-poor households (no women in particular) p22,5,Ghana GUP,Ghana GUP (Graduation from Ultra Poverty),0,UoA=UoR both at the household level p3 and p6,2017,Banerjee et al. (2017) Ghana GUP,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiumei,NA,121058368,121058368_2,Banerjee et al.,Graduation from Ultra Poverty (GUP),42,42,1,1,1,1,1,1,0,1,Expenditure,"Food consumption per capita, month","Food consumption per capita, month",0,Any GUP,"page: 35; table: 8; table label: Table 8: Effects on per capita consumption; row label: Any GUP; column label: Followup (6) Food consumption per capita, month",2.41,0.81,2.975308642,,,p<0.01,,,,,,2434,2,0,2434,6,0.120615114,0.120615114,0.120602714,0.00164488,0.99969158,0.001644372,0.040550861,0.041123027,0.200082401,0,"The Graduation from Ultra Poor (GUP) project in Ghana involves three treatment arms: the full Graduation from Ultra Poor (GUP) arm (asset transfer, consumption stipend, health care component, coaching, education on finances health and nutrition), the Savings Out of Ultra Poverty arm (SOUP) (opening of savings accounts), and the Asset Only arm (AO) (asset transfer). GUP and SOUP also have sub-treatment arms within their interventions. "" p12
""In addition to pure control communities, there were control households within treatment communities (to identify spillovers).""  They however do not report spillover effects. They include all control households in the analysis so maybe authors are underestimating the effects (ROB issue).  ",0,Target ultra-poor households (no women in particular) p22,5,Ghana GUP,Ghana GUP (Graduation from Ultra Poverty),0,UoA=UoR both at the household level p3 and p6,2017,Banerjee et al. (2017) Ghana GUP,Ghana,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiumei,NA,121058368,121058368_3,Banerjee et al.,Graduation from Ultra Poverty (GUP),42,42,1,1,1,1,1,1,0,1,Expenditure,"Nonfood consumption per capita, month","Nonfood consumption per capita, month",0,Any GUP,"page: 35; table: 8; table label: Table 8: Effects on per capita consumption; row label: Any GUP; column label: Followup (7) Nonfood consumption per capita, month",0.55,0.66,0.833333333,,,p>0.1,,,,,,2438,2,0,2438,6,0.033754517,0.033754517,0.033751053,0.001640806,0.999692087,0.001640301,0.040500626,-0.045630174,0.113132279,0,"The Graduation from Ultra Poor (GUP) project in Ghana involves three treatment arms: the full Graduation from Ultra Poor (GUP) arm (asset transfer, consumption stipend, health care component, coaching, education on finances health and nutrition), the Savings Out of Ultra Poverty arm (SOUP) (opening of savings accounts), and the Asset Only arm (AO) (asset transfer). GUP and SOUP also have sub-treatment arms within their interventions. "" p12
""In addition to pure control communities, there were control households within treatment communities (to identify spillovers).""  They however do not report spillover effects. They include all control households in the analysis so maybe authors are underestimating the effects (ROB issue).  ",0,Target ultra-poor households (no women in particular) p22,5,Ghana GUP,Ghana GUP (Graduation from Ultra Poverty),0,UoA=UoR both at the household level p3 and p6,2017,Banerjee et al. (2017) Ghana GUP,Ghana,,,,,,,1,1,Selected as longest length of follow up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre,,121058373,121058373_10,Banerjee et al.,Graduation from Ultra Poverty (GUP),12,36,1,1,1,1,1,1,0,1,Assets,Asset index,"Weighted asset index: In each of the six countries, households are asked about whether or not they own each of several types of durable goods and livestock, and how many of each type they own. In each of the six sites, there is also either information on the current value of those livestock, or on the median value of purchased livestock.
The asset index was constructed using the value of goats as the numeraire. Goats were chosen because they are an asset held in common across all six sites. The process for creating the index was as follows: 1. The median unit value for each asset (durable goods and livestock) was calculated in each country (for durable goods, only in Pakistan, Honduras, Peru and Ethiopia; for livestock, in all six countries). In Ethiopia, the median value is found from all households who own the good and offered a valuation of it. In Pakistan, Peru and Honduras the median is calculated from households that purchased the good in the past 12 months. 2. In each site, the value of each asset in terms of goats (the numeraire) was calculated by dividing the unit value of each asset by the median unit value of goats. For example, a bicycle in Ethiopia is expressed as 1.34 goats. 3. For every durable good and type of livestock, the medians from each of the countries where price information about the good is available are combined to construct a single, cross-site median value of each good in terms of goats. 4. Total asset value, productive asset value, and household asset value in terms of goats is calculated for all six sites by multiplying the cross-site unit value of each asset (expressed in terms of goats) by the number of each asset owned. 5. These values are then standardized to the control group within each country and survey round and reported as weighted indices.",0,Full intervention,"page: 39; table: S4b; table label: Table S4b: Indexed Family Outcome Variables and Aggregates, Ghana; row label: Asset index; column label: Endline 2 (3) Standardized Mean Treatment Effect",0.342,0.057,6,,,p < 0.01,,,Standard errors are clustered at the level at which randomization took place.,666,1940,2606,2,0,2606,5,0.269463829,0.269463829,0.269437956,0.001541885,0.999711954,0.001541441,0.03926119,0.192486025,0.346389888,0,"""Consumption support was provided everywhere, but in two sites (Ethiopia and Peru), a form of consumption support already existed before the program started, so it was available for all (Ethiopia) or part (Peru) of the control group, as well. In Ethiopia, both treatment and control households received benefits from the Productive Safety Net Programme (PSNP), a food-forwork program for food-insecure households. For this reason, the program did not offer any additional consumption support to treatment households. In Peru, a conditional cash transfer program, Juntos, was active in 51 of the 86 project villages. Juntos provides PEN 200 (PPP US$143.33) every 2 months"" p774
The Ethiopian project is not SPIR I or II but is the programme evaluated in 121327221 Barker. THere may be an overlap in some estimates but Barker includes long-term effects. ",0,"No ""The program targets the poorest members in a village"" p772",5,Ghana GUP,Ethiopia REST (program implemented by Tigrigna NGO Relief Society of Tigray); Ghana GUP (Graduation from Ultra Poverty); India TUP (Targeting the Ultra Poor); Pakistan Not NAME (Project within Sindh Region); Peru HW (Haku Wiñay); ,0,Standard errors are clustered at the level at which randomization took place.,2015,Banerjee et al. (2015) Ghana GUP,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre,,121058373,121058373_11,Banerjee et al.,Graduation from Ultra Poverty (GUP),1,24,1,1,1,1,1,1,0,1,Income,Incomes and revenues index (five components),"Agricultural income (revenues minus expenses: Crop production, land rents and expenses) + Livestock revenue (Revenues from sales, slaughters, output production) + Non-farm micro-enterprise: equal to total sales minus total expenses.",0,Full intervention,"page: 39; table: S4b; table label: Table S4b: Indexed Family Outcome Variables and Aggregates, Ghana; row label: Incomes and revenues index (five components); column label: Endline 1 (1) Standardized Mean Treatment Effect",0.156,0.049,3.183673469,,,p < 0.01,,,Standard errors are clustered at the level at which randomization took place.,666,1940,2606,2,0,2606,5,0.142980807,0.142980807,0.142967079,0.001536881,0.999711954,0.001536438,0.039197422,0.066140131,0.219794027,0,"""Consumption support was provided everywhere, but in two sites (Ethiopia and Peru), a form of consumption support already existed before the program started, so it was available for all (Ethiopia) or part (Peru) of the control group, as well. In Ethiopia, both treatment and control households received benefits from the Productive Safety Net Programme (PSNP), a food-forwork program for food-insecure households. For this reason, the program did not offer any additional consumption support to treatment households. In Peru, a conditional cash transfer program, Juntos, was active in 51 of the 86 project villages. Juntos provides PEN 200 (PPP US$143.33) every 2 months"" p774
The Ethiopian project is not SPIR I or II but is the programme evaluated in 121327221 Barker. THere may be an overlap in some estimates but Barker includes long-term effects. ",0,"No ""The program targets the poorest members in a village"" p772",5,Ghana GUP,Ethiopia REST (program implemented by Tigrigna NGO Relief Society of Tigray); Ghana GUP (Graduation from Ultra Poverty); India TUP (Targeting the Ultra Poor); Pakistan Not NAME (Project within Sindh Region); Peru HW (Haku Wiñay); ,0,Standard errors are clustered at the level at which randomization took place.,2015,Banerjee et al. (2015) Ghana GUP,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre,,121058373,121058373_12,Banerjee et al.,Graduation from Ultra Poverty (GUP),12,36,1,1,1,1,1,1,0,1,Income,Incomes and revenues index (five components),"Agricultural income (revenues minus expenses: Crop production, land rents and expenses) + Livestock revenue (Revenues from sales, slaughters, output production) + Non-farm micro-enterprise: equal to total sales minus total expenses.",0,Full intervention,"page: 39; table: S4b; table label: Table S4b: Indexed Family Outcome Variables and Aggregates, Ghana; row label: Incomes and revenues index (five components); column label: Endline 2 (3) Standardized Mean Treatment Effect",0.33,0.063,5.238095238,,,p < 0.01,,,Standard errors are clustered at the level at which randomization took place.,666,1940,2606,2,0,2606,5,0.2352462,0.2352462,0.235223613,0.001540228,0.999711954,0.001539785,0.039240091,0.158313034,0.312134191,0,"""Consumption support was provided everywhere, but in two sites (Ethiopia and Peru), a form of consumption support already existed before the program started, so it was available for all (Ethiopia) or part (Peru) of the control group, as well. In Ethiopia, both treatment and control households received benefits from the Productive Safety Net Programme (PSNP), a food-forwork program for food-insecure households. For this reason, the program did not offer any additional consumption support to treatment households. In Peru, a conditional cash transfer program, Juntos, was active in 51 of the 86 project villages. Juntos provides PEN 200 (PPP US$143.33) every 2 months"" p774
The Ethiopian project is not SPIR I or II but is the programme evaluated in 121327221 Barker. THere may be an overlap in some estimates but Barker includes long-term effects. ",0,"No ""The program targets the poorest members in a village"" p772",5,Ghana GUP,Ethiopia REST (program implemented by Tigrigna NGO Relief Society of Tigray); Ghana GUP (Graduation from Ultra Poverty); India TUP (Targeting the Ultra Poor); Pakistan Not NAME (Project within Sindh Region); Peru HW (Haku Wiñay); ,0,Standard errors are clustered at the level at which randomization took place.,2015,Banerjee et al. (2015) Ghana GUP,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre,,121058373,121058373_7,Banerjee et al.,Graduation from Ultra Poverty (GUP),1,24,1,1,1,1,1,1,0,1,Expenditure,"Total per capita consumption, standardized","Total of all food consumption (detailed below), temptation goods and fuel expenditures, school, clothing, festival expenditures, transportation, rent, medical expenditures, and home improvement spending. Scaled to per capita monthly values",0,Full intervention,"page: 39; table: S4b; table label: Table S4b: Indexed Family Outcome Variables and Aggregates, Ghana; row label: Total per capita consumption, standardized; column label: Endline 1 (1) Standardized Mean Treatment Effect",0.097,0.049,1.979591837,,,0.01 < p < 0.05,,,Standard errors are clustered at the level at which randomization took place.,666,1940,2606,2,0,2606,5,0.088904733,0.088904733,0.088896196,0.001535678,0.999711954,0.001535235,0.039182079,0.012099321,0.165693072,0,"""Consumption support was provided everywhere, but in two sites (Ethiopia and Peru), a form of consumption support already existed before the program started, so it was available for all (Ethiopia) or part (Peru) of the control group, as well. In Ethiopia, both treatment and control households received benefits from the Productive Safety Net Programme (PSNP), a food-forwork program for food-insecure households. For this reason, the program did not offer any additional consumption support to treatment households. In Peru, a conditional cash transfer program, Juntos, was active in 51 of the 86 project villages. Juntos provides PEN 200 (PPP US$143.33) every 2 months"" p774
The Ethiopian project is not SPIR I or II but is the programme evaluated in 121327221 Barker. THere may be an overlap in some estimates but Barker includes long-term effects. ",0,"No ""The program targets the poorest members in a village"" p772",5,Ghana GUP,Ethiopia REST (program implemented by Tigrigna NGO Relief Society of Tigray); Ghana GUP (Graduation from Ultra Poverty); India TUP (Targeting the Ultra Poor); Pakistan Not NAME (Project within Sindh Region); Peru HW (Haku Wiñay); ,0,Standard errors are clustered at the level at which randomization took place.,2015,Banerjee et al. (2015) Ghana GUP,Ghana,,,,,,,,1,Not selected for RE but selected for RVE as not longest follow up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre,,121058373,121058373_8,Banerjee et al.,Graduation from Ultra Poverty (GUP),12,36,1,1,1,1,1,1,0,1,Expenditure,"Total per capita consumption, standardized","Total of all food consumption (detailed below), temptation goods and fuel expenditures, school, clothing, festival expenditures, transportation, rent, medical expenditures, and home improvement spending. Scaled to per capita monthly values",0,Full intervention,"page: 39; table: S4b; table label: Table S4b: Indexed Family Outcome Variables and Aggregates, Ghana; row label: Total per capita consumption, standardized; column label: Endline 2 (3) Standardized Mean Treatment Effect",0.136,0.05,2.72,,,0.01 < p < 0.05,,,Standard errors are clustered at the level at which randomization took place.,666,1940,2606,2,0,2606,5,0.122156936,0.122156936,0.122145207,0.001536351,0.999711954,0.001535908,0.039190667,0.045331499,0.198958915,0,"""Consumption support was provided everywhere, but in two sites (Ethiopia and Peru), a form of consumption support already existed before the program started, so it was available for all (Ethiopia) or part (Peru) of the control group, as well. In Ethiopia, both treatment and control households received benefits from the Productive Safety Net Programme (PSNP), a food-forwork program for food-insecure households. For this reason, the program did not offer any additional consumption support to treatment households. In Peru, a conditional cash transfer program, Juntos, was active in 51 of the 86 project villages. Juntos provides PEN 200 (PPP US$143.33) every 2 months"" p774
The Ethiopian project is not SPIR I or II but is the programme evaluated in 121327221 Barker. THere may be an overlap in some estimates but Barker includes long-term effects. ",0,"No ""The program targets the poorest members in a village"" p772",5,Ghana GUP,Ethiopia REST (program implemented by Tigrigna NGO Relief Society of Tigray); Ghana GUP (Graduation from Ultra Poverty); India TUP (Targeting the Ultra Poor); Pakistan Not NAME (Project within Sindh Region); Peru HW (Haku Wiñay); ,0,Standard errors are clustered at the level at which randomization took place.,2015,Banerjee et al. (2015) Ghana GUP,Ghana,,,,,,,1,1,Selected as longest follow up period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre,,121058373,121058373_9,Banerjee et al.,Graduation from Ultra Poverty (GUP),1,24,1,1,1,1,1,1,0,1,Assets,Asset index,"Weighted asset index: In each of the six countries, households are asked about whether or not they own each of several types of durable goods and livestock, and how many of each type they own. In each of the six sites, there is also either information on the current value of those livestock, or on the median value of purchased livestock.
The asset index was constructed using the value of goats as the numeraire. Goats were chosen because they are an asset held in common across all six sites. The process for creating the index was as follows: 1. The median unit value for each asset (durable goods and livestock) was calculated in each country (for durable goods, only in Pakistan, Honduras, Peru and Ethiopia; for livestock, in all six countries). In Ethiopia, the median value is found from all households who own the good and offered a valuation of it. In Pakistan, Peru and Honduras the median is calculated from households that purchased the good in the past 12 months. 2. In each site, the value of each asset in terms of goats (the numeraire) was calculated by dividing the unit value of each asset by the median unit value of goats. For example, a bicycle in Ethiopia is expressed as 1.34 goats. 3. For every durable good and type of livestock, the medians from each of the countries where price information about the good is available are combined to construct a single, cross-site median value of each good in terms of goats. 4. Total asset value, productive asset value, and household asset value in terms of goats is calculated for all six sites by multiplying the cross-site unit value of each asset (expressed in terms of goats) by the number of each asset owned. 5. These values are then standardized to the control group within each country and survey round and reported as weighted indices.",0,Full intervention,"page: 39; table: S4b; table label: Table S4b: Indexed Family Outcome Variables and Aggregates, Ghana; row label: Asset index; column label: Endline 1 (1) Standardized Mean Treatment Effect",0.247,0.049,5.040816327,,,p < 0.01,,,Standard errors are clustered at the level at which randomization took place.,666,1940,2606,2,0,2606,5,0.226386278,0.226386278,0.226364541,0.001539836,0.999711954,0.001539392,0.039235092,0.14946376,0.303265323,0,"""Consumption support was provided everywhere, but in two sites (Ethiopia and Peru), a form of consumption support already existed before the program started, so it was available for all (Ethiopia) or part (Peru) of the control group, as well. In Ethiopia, both treatment and control households received benefits from the Productive Safety Net Programme (PSNP), a food-forwork program for food-insecure households. For this reason, the program did not offer any additional consumption support to treatment households. In Peru, a conditional cash transfer program, Juntos, was active in 51 of the 86 project villages. Juntos provides PEN 200 (PPP US$143.33) every 2 months"" p774
The Ethiopian project is not SPIR I or II but is the programme evaluated in 121327221 Barker. THere may be an overlap in some estimates but Barker includes long-term effects. ",0,"No ""The program targets the poorest members in a village"" p772",5,Ghana GUP,Ethiopia REST (program implemented by Tigrigna NGO Relief Society of Tigray); Ghana GUP (Graduation from Ultra Poverty); India TUP (Targeting the Ultra Poor); Pakistan Not NAME (Project within Sindh Region); Peru HW (Haku Wiñay); ,0,Standard errors are clustered at the level at which randomization took place.,2015,Banerjee et al. (2015) Ghana GUP,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiumei,NA,121328483,121328483_10,Banerjee et al.,Graduation from Ultra Poverty (GUP),24,24,1,1,1,1,1,0,0,1,Expenditure,Consumption Index,"""…consumption..."" (P.8).",0,Ti; GUP with saving,"page: 17; table: 1; table label: Table 1: Two-Year Effects of GUP, SOUP, and Asset Only on Household-Level Economic Indices; row label: PANEL A: GUP vs. SOUP GUP sav itt, se, p-val; column label: (2) consumption index",0.084,0.05,1.68,,,0.091,,,,,,4006,1,0,4006,6,0.053086465,0.053086465,0.05308315,0.000998678,0.999812676,0.000998491,0.031598909,-0.008850711,0.115017011,0,"The Graduation from Ultra Poor (GUP) project in Ghana involves three treatment arms: the full Graduation from Ultra Poor (GUP) arm (asset transfer, consumption stipend, health care component, coaching, education on finances health and nutrition), the Savings Out of Ultra Poverty arm (SOUP) (opening of savings accounts), and the Asset Only arm (AO) (asset transfer). GUP and SOUP also have sub-treatment arms within their interventions. "" p12
""In addition to pure control communities, there were control households within treatment communities (to identify spillovers).""  They however do not report spillover effects. They include all control households in the analysis so maybe authors are underestimating the effects (ROB issue).  ",0,Target ultra-poor households (no women in particular) p22,5,Ghana GUP with savings,Ghana GUP (Graduation from Ultra Poverty),0,"""Standard errors clustered at unit of randomization (village for pure control, individual otherwise).""",2022,Banerjee et al. (2022) Ghana GUP with savings,Ghana,,,,,,,,,Not food expenditure outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
